id,code,incident_id,incident_code,technicien_id,technicien_nom,technicien_matricule,secteur_id,secteur_nom,severite,statut,date_creation,date_assignation,date_resolution,duree_intervention_min,distance_km,note_intervention,statut_terrain,date_arrivee_site,date_debut_intervention,date_fin_intervention,pause_prise,pause_debut_terrain,pause_fin_terrain,cause_incomplete,contraintes,updated_by,historique_statuts
202,TKT-00202,231,INC-202602-0231,10,Sara LAHLOU,TECH-010,5,Tanger,MINEUR,RESOLU,2026-02-16T03:39:07.754412,2026-02-16T03:40:07.754412,2026-02-16T04:35:07.754412,77,12.56,2.8,COMPLETE,2026-02-16T04:14:07.754412,2026-02-16T04:29:07.754412,2026-02-16T05:46:07.754412,False,,,,"[""Intervention nocturne requise"", ""Coordination avec equipe reseau requise""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-16T03:39:07.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-16T03:40:07.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-16T04:14:07.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-16T04:29:07.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-16T05:46:07.754412""}]"
203,TKT-00203,232,INC-202604-0232,24,Ghita BENMOUSSA,TECH-024,7,Meknès,CRITIQUE,FERME,2026-04-15T10:47:18.754412,2026-04-15T11:01:18.754412,2026-04-15T20:12:18.754412,578,12.22,3.0,COMPLETE,2026-04-15T11:45:18.754412,2026-04-15T11:56:18.754412,2026-04-15T21:34:18.754412,True,13:00,14:00,,"[""Coordination avec equipe reseau requise"", ""Zone a acces restreint""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-15T10:47:18.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-15T11:01:18.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-15T11:45:18.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-15T11:56:18.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-15T13:56:18.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-15T14:56:18.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-15T21:34:18.754412""}]"
204,TKT-00204,233,INC-202602-0233,17,Ayoub BELKADI,TECH-017,7,Meknès,MINEUR,FERME,2026-02-09T09:48:34.754412,2026-02-09T09:57:34.754412,2026-02-09T10:17:34.754412,45,10.66,4.3,COMPLETE,2026-02-09T10:42:34.754412,2026-02-09T10:54:34.754412,2026-02-09T11:39:34.754412,False,,,,"[""Necessite coupure reseau planifiee""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-09T09:48:34.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-09T09:57:34.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-09T10:42:34.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-09T10:54:34.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-09T11:39:34.754412""}]"
205,TKT-00205,234,INC-202604-0234,8,Nadia FILALI,TECH-008,6,Agadir,CRITIQUE,RESOLU,2026-04-24T05:20:57.754412,2026-04-24T05:24:57.754412,2026-04-24T10:46:57.754412,354,15.5,4.5,COMPLETE,2026-04-24T06:02:57.754412,2026-04-24T06:09:57.754412,2026-04-24T12:03:57.754412,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-24T05:20:57.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-24T05:24:57.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-24T06:02:57.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-24T06:09:57.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-24T08:09:57.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-24T09:09:57.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-24T12:03:57.754412""}]"
206,TKT-00206,235,INC-202601-0235,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,CRITIQUE,RESOLU,2026-01-30T19:34:24.754412,2026-01-30T19:45:24.754412,2026-01-31T01:14:24.754412,357,13.34,2.7,COMPLETE,2026-01-30T19:55:24.754412,2026-01-30T20:01:24.754412,2026-01-31T01:58:24.754412,True,13:00,14:00,,"[""Necessite coupure reseau planifiee""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-30T19:34:24.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-30T19:45:24.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-30T19:55:24.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-30T20:01:24.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-30T22:01:24.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-30T23:01:24.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-31T01:58:24.754412""}]"
207,TKT-00207,236,INC-202605-0236,27,Tariq BENSLIMANE,TECH-027,8,Oujda,CRITIQUE,FERME,2026-05-12T18:04:19.754412,2026-05-12T18:14:19.754412,2026-05-12T23:54:19.754412,357,8.95,4.9,COMPLETE,2026-05-12T18:26:19.754412,2026-05-12T18:37:19.754412,2026-05-13T00:34:19.754412,True,13:00,14:00,,"[""Zone a acces restreint"", ""Necessite coupure reseau planifiee""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-12T18:04:19.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-12T18:14:19.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-12T18:26:19.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-12T18:37:19.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-12T20:37:19.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-12T21:37:19.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-13T00:34:19.754412""}]"
208,TKT-00208,237,INC-202601-0237,17,Ayoub BELKADI,TECH-017,7,Meknès,MINEUR,EN_COURS,2026-01-26T09:51:19.754412,2026-01-26T09:59:19.754412,,,1.49,,SUR_SITE,2026-01-26T10:37:19.754412,2026-01-26T10:42:19.754412,,True,13:00,14:00,,"[""Coordination avec equipe reseau requise"", ""Manque d outillage specifique""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-26T09:51:19.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-26T09:59:19.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-26T10:37:19.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-26T10:42:19.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-26T12:42:19.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-26T13:42:19.754412""}]"
209,TKT-00209,239,INC-202512-0239,10,Sara LAHLOU,TECH-010,5,Tanger,CRITIQUE,EN_COURS,2025-12-16T22:50:58.754412,2025-12-16T22:51:58.754412,,,29.91,,EN_ROUTE,2025-12-16T23:24:58.754412,2025-12-16T23:32:58.754412,,False,,,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-16T22:50:58.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-16T22:51:58.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-16T23:24:58.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-16T23:32:58.754412""}]"
210,TKT-00210,240,INC-202604-0240,20,Meriem BOUAYAD,TECH-020,4,Fès,CRITIQUE,RESOLU,2026-04-13T09:06:29.754412,2026-04-13T09:13:29.754412,2026-04-13T16:40:29.754412,480,21.26,4.8,COMPLETE,2026-04-13T09:48:29.754412,2026-04-13T10:02:29.754412,2026-04-13T18:02:29.754412,True,13:00,14:00,,"[""Acces difficile (hauteur / espace confine)"", ""Zone a acces restreint""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-13T09:06:29.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-13T09:13:29.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-13T09:48:29.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-13T10:02:29.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-13T12:02:29.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-13T13:02:29.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-13T18:02:29.754412""}]"
211,TKT-00211,241,INC-202512-0241,24,Ghita BENMOUSSA,TECH-024,7,Meknès,CRITIQUE,EN_COURS,2025-12-12T11:14:33.754412,2025-12-12T11:28:33.754412,,,5.66,,SUR_SITE,2025-12-12T11:55:33.754412,2025-12-12T12:03:33.754412,,True,13:00,14:00,,"[""Acces difficile (hauteur / espace confine)"", ""Coordination avec equipe reseau requise""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-12T11:14:33.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-12T11:28:33.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-12T11:55:33.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-12T12:03:33.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2025-12-12T14:03:33.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-12T15:03:33.754412""}]"
212,TKT-00212,242,INC-202601-0242,13,Rachid SQALLI,TECH-013,4,Fès,MINEUR,EN_COURS,2026-01-15T01:42:56.754412,2026-01-15T01:47:56.754412,,,13.56,,EN_COURS,2026-01-15T02:18:56.754412,2026-01-15T02:24:56.754412,,True,13:00,14:00,,"[""Coordination avec equipe reseau requise"", ""Zone a acces restreint""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-15T01:42:56.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-15T01:47:56.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-15T02:18:56.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-15T02:24:56.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-15T04:24:56.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-15T05:24:56.754412""}]"
213,TKT-00213,244,INC-202605-0244,29,Reda DOUKKALI,TECH-029,9,Kenitra,MINEUR,FERME,2026-05-02T21:26:24.754412,2026-05-02T21:39:24.754412,2026-05-02T22:07:24.754412,61,25.93,3.7,COMPLETE,2026-05-02T22:04:24.754412,2026-05-02T22:14:24.754412,2026-05-02T23:15:24.754412,False,,,,"[""Dependance fournisseur externe"", ""Necessite coupure reseau planifiee""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-02T21:26:24.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-02T21:39:24.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-02T22:04:24.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-02T22:14:24.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-02T23:15:24.754412""}]"
214,TKT-00214,245,INC-202604-0245,4,Amina CHRAIBI,TECH-004,8,Oujda,MAJEUR,RESOLU,2026-04-11T01:54:50.754412,2026-04-11T02:05:50.754412,2026-04-11T04:35:50.754412,178,28.69,3.8,COMPLETE,2026-04-11T02:29:50.754412,2026-04-11T02:44:50.754412,2026-04-11T05:42:50.754412,True,13:00,14:00,,"[""Dependance fournisseur externe""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-11T01:54:50.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-11T02:05:50.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-11T02:29:50.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-11T02:44:50.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-11T04:44:50.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-11T05:44:50.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-11T05:42:50.754412""}]"
215,TKT-00215,246,INC-202512-0246,16,Houda KETTANI,TECH-016,5,Tanger,CRITIQUE,EN_COURS,2025-12-15T17:06:03.754412,2025-12-15T17:11:03.754412,,,26.88,,INCOMPLET,2025-12-15T17:26:03.754412,2025-12-15T17:37:03.754412,,False,,,Cablage non conforme - travaux prealables requis,"[""Coordination avec equipe reseau requise""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-15T17:06:03.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-15T17:11:03.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-15T17:26:03.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-15T17:37:03.754412""}, {""statut"": ""INCOMPLET"", ""timestamp"": ""2025-12-15T18:34:03.754412"", ""cause"": ""Cablage non conforme - travaux prealables requis""}]"
216,TKT-00216,247,INC-202602-0247,8,Nadia FILALI,TECH-008,6,Agadir,MINEUR,RESOLU,2026-02-24T20:11:00.754412,2026-02-24T20:22:00.754412,2026-02-24T21:24:00.754412,101,22.2,4.7,COMPLETE,2026-02-24T20:44:00.754412,2026-02-24T20:56:00.754412,2026-02-24T22:37:00.754412,False,,,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-24T20:11:00.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-24T20:22:00.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-24T20:44:00.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-24T20:56:00.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-24T22:37:00.754412""}]"
217,TKT-00217,248,INC-202604-0248,18,Loubna NACIRI,TECH-018,4,Fès,CRITIQUE,FERME,2026-04-07T19:04:16.754412,2026-04-07T19:18:16.754412,2026-04-08T02:36:16.754412,463,23.48,2.8,COMPLETE,2026-04-07T19:43:16.754412,2026-04-07T19:57:16.754412,2026-04-08T03:40:16.754412,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-07T19:04:16.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-07T19:18:16.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-07T19:43:16.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-07T19:57:16.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-07T21:57:16.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-07T22:57:16.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-08T03:40:16.754412""}]"
218,TKT-00218,249,INC-202602-0249,14,Salma BENOMAR,TECH-014,6,Agadir,MINEUR,FERME,2026-02-21T03:50:36.754412,2026-02-21T03:51:36.754412,2026-02-21T04:05:36.754412,39,9.8,4.7,COMPLETE,2026-02-21T04:35:36.754412,2026-02-21T04:40:36.754412,2026-02-21T05:19:36.754412,False,,,,"[""Necessite coupure reseau planifiee""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-21T03:50:36.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-21T03:51:36.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-21T04:35:36.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-21T04:40:36.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-21T05:19:36.754412""}]"
219,TKT-00219,250,INC-202603-0250,9,Karim BENSOUDA,TECH-009,10,Tétouan,CRITIQUE,EN_COURS,2026-03-18T07:54:42.754412,2026-03-18T08:07:42.754412,,,16.01,,PAUSE,2026-03-18T08:49:42.754412,2026-03-18T08:58:42.754412,,False,,,,"[""Manque d outillage specifique"", ""Acces difficile (hauteur / espace confine)""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-18T07:54:42.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-18T08:07:42.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-18T08:49:42.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-18T08:58:42.754412""}]"
220,TKT-00220,251,INC-202601-0251,2,Fatima ELHASSANI,TECH-002,3,Marrakech,CRITIQUE,FERME,2026-01-31T06:43:03.754412,2026-01-31T06:44:03.754412,2026-01-31T15:23:03.754412,542,13.99,2.8,COMPLETE,2026-01-31T07:26:03.754412,2026-01-31T07:36:03.754412,2026-01-31T16:38:03.754412,True,13:00,14:00,,"[""Intervention nocturne requise"", ""Manque d outillage specifique""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-31T06:43:03.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-31T06:44:03.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-31T07:26:03.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-31T07:36:03.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-31T09:36:03.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-31T10:36:03.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-31T16:38:03.754412""}]"
221,TKT-00221,252,INC-202603-0252,2,Fatima ELHASSANI,TECH-002,3,Marrakech,MINEUR,RESOLU,2026-03-23T02:10:34.754412,2026-03-23T02:11:34.754412,2026-03-23T03:35:34.754412,112,3.47,3.4,COMPLETE,2026-03-23T02:21:34.754412,2026-03-23T02:36:34.754412,2026-03-23T04:28:34.754412,False,,,,"[""Necessite coupure reseau planifiee""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-23T02:10:34.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-23T02:11:34.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-23T02:21:34.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-23T02:36:34.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-23T04:28:34.754412""}]"
222,TKT-00222,253,INC-202601-0253,10,Sara LAHLOU,TECH-010,5,Tanger,MINEUR,FERME,2026-01-22T09:33:01.754412,2026-01-22T09:38:01.754412,2026-01-22T10:07:01.754412,56,5.93,3.6,COMPLETE,2026-01-22T10:03:01.754412,2026-01-22T10:12:01.754412,2026-01-22T11:08:01.754412,False,,,,"[""Coordination avec equipe reseau requise"", ""Intervention nocturne requise""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-22T09:33:01.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-22T09:38:01.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-22T10:03:01.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-22T10:12:01.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-22T11:08:01.754412""}]"
223,TKT-00223,254,INC-202605-0254,16,Houda KETTANI,TECH-016,5,Tanger,MAJEUR,FERME,2026-05-17T09:00:43.754412,2026-05-17T09:14:43.754412,2026-05-17T11:18:43.754412,154,17.36,4.9,COMPLETE,2026-05-17T09:49:43.754412,2026-05-17T09:58:43.754412,2026-05-17T12:32:43.754412,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-17T09:00:43.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-17T09:14:43.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-17T09:49:43.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-17T09:58:43.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-17T11:58:43.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-17T12:58:43.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-17T12:32:43.754412""}]"
224,TKT-00224,256,INC-202601-0256,4,Amina CHRAIBI,TECH-004,8,Oujda,CRITIQUE,FERME,2026-01-09T10:11:20.754412,2026-01-09T10:16:20.754412,2026-01-09T16:43:20.754412,420,4.8,4.9,COMPLETE,2026-01-09T10:41:20.754412,2026-01-09T10:54:20.754412,2026-01-09T17:54:20.754412,True,13:00,14:00,,"[""Manque d outillage specifique""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-09T10:11:20.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-09T10:16:20.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-09T10:41:20.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-09T10:54:20.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-09T12:54:20.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-09T13:54:20.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-09T17:54:20.754412""}]"
225,TKT-00225,257,INC-202605-0257,28,Kenza ELMANSOURI,TECH-028,9,Kenitra,CRITIQUE,FERME,2026-05-21T17:21:34.754412,2026-05-21T17:22:34.754412,2026-05-21T22:41:34.754412,350,29.87,4.6,COMPLETE,2026-05-21T17:43:34.754412,2026-05-21T17:54:34.754412,2026-05-21T23:44:34.754412,True,13:00,14:00,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-21T17:21:34.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-21T17:22:34.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-21T17:43:34.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-21T17:54:34.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-21T19:54:34.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-21T20:54:34.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-21T23:44:34.754412""}]"
226,TKT-00226,258,INC-202601-0258,9,Karim BENSOUDA,TECH-009,10,Tétouan,CRITIQUE,EN_COURS,2026-01-09T18:37:32.754412,2026-01-09T18:42:32.754412,,,20.87,,EN_ROUTE,2026-01-09T19:27:32.754412,2026-01-09T19:41:32.754412,,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-09T18:37:32.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-09T18:42:32.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-09T19:27:32.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-09T19:41:32.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-09T21:41:32.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-09T22:41:32.754412""}]"
227,TKT-00227,259,INC-202604-0259,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,MAJEUR,FERME,2026-04-29T08:28:13.754412,2026-04-29T08:36:13.754412,2026-04-29T11:17:13.754412,182,11.13,3.9,COMPLETE,2026-04-29T08:52:13.754412,2026-04-29T09:04:13.754412,2026-04-29T12:06:13.754412,True,13:00,14:00,,"[""Coordination avec equipe reseau requise""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-29T08:28:13.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-29T08:36:13.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-29T08:52:13.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-29T09:04:13.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-29T11:04:13.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-29T12:04:13.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-29T12:06:13.754412""}]"
228,TKT-00228,260,INC-202604-0260,16,Houda KETTANI,TECH-016,5,Tanger,CRITIQUE,RESOLU,2026-04-19T12:42:01.754412,2026-04-19T12:49:01.754412,2026-04-19T17:21:01.754412,284,19.65,2.9,COMPLETE,2026-04-19T13:06:01.754412,2026-04-19T13:16:01.754412,2026-04-19T18:00:01.754412,True,13:00,14:00,,"[""Necessite coupure reseau planifiee"", ""Zone a acces restreint""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-19T12:42:01.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-19T12:49:01.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-19T13:06:01.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-19T13:16:01.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-19T15:16:01.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-19T16:16:01.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-19T18:00:01.754412""}]"
229,TKT-00229,261,INC-202605-0261,27,Tariq BENSLIMANE,TECH-027,8,Oujda,CRITIQUE,FERME,2026-05-03T11:13:27.754412,2026-05-03T11:24:27.754412,2026-05-03T16:22:27.754412,324,11.74,3.2,COMPLETE,2026-05-03T12:06:27.754412,2026-05-03T12:18:27.754412,2026-05-03T17:42:27.754412,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-03T11:13:27.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-03T11:24:27.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-03T12:06:27.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-03T12:18:27.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-03T14:18:27.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-03T15:18:27.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-03T17:42:27.754412""}]"
230,TKT-00230,262,INC-202602-0262,8,Nadia FILALI,TECH-008,6,Agadir,MINEUR,FERME,2026-02-11T15:30:19.754412,2026-02-11T15:43:19.754412,2026-02-11T16:44:19.754412,99,2.83,3.4,COMPLETE,2026-02-11T16:14:19.754412,2026-02-11T16:25:19.754412,2026-02-11T18:04:19.754412,False,,,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-11T15:30:19.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-11T15:43:19.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-11T16:14:19.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-11T16:25:19.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-11T18:04:19.754412""}]"
